7.7289355e-05,0.36520645,0.3020099,0.33270642
1.7629309e-05,0.32364085,0.28325874,0.3930828
4.28422e-06,0.063514814,0.0395002,0.89698064
2.8035356e-06,0.06547927,0.045029346,0.8894885
5.9437834e-06,0.77213776,0.11066644,0.11718988
3.9143993e-06,0.014430598,0.23731989,0.74824566
1.8595201e-05,0.39426237,0.3496365,0.2560825
1.9704985e-06,0.78231895,0.19528222,0.022396894
2.7285519e-06,0.6722668,0.2561172,0.07161337
8.8505665e-05,0.098981276,0.7177196,0.18321058
5.204865e-05,0.023552746,0.52454627,0.45184886
2.6517362e-06,0.5465357,0.08027243,0.3731892
4.1478393e-06,0.02510173,0.08599182,0.88890225
3.0001643e-06,0.2986547,0.4587683,0.24257396
1.0421473e-05,0.92215854,0.010277438,0.06755351
9.01939e-07,0.9313565,0.034911934,0.033730675
1.0485935e-06,0.94186735,0.018490925,0.03964068
1.5403427e-06,0.37918693,0.57238245,0.0484291
9.665396e-08,0.99841964,0.0007702918,0.00080999575
5.2421738e-06,0.03932005,0.24514617,0.7155285
9.6681615e-05,0.031067962,0.06868652,0.90014887
4.99101e-06,0.8791261,0.11457448,0.006294399
1.5598542e-06,0.03484841,0.013151988,0.95199805
3.71929e-06,0.8128688,0.04714165,0.13998595
3.173639e-06,0.7515989,0.1770401,0.07135793
8.4519625e-06,0.52445036,0.37977523,0.09576596
1.9649428e-06,0.94192904,0.026551194,0.031517815
1.7357975e-06,0.019764174,0.018734105,0.96150005
2.3885801e-05,0.84561074,0.14841358,0.005951853
2.9979956e-06,0.8121882,0.080924496,0.10688428
1.5137027e-06,0.83745754,0.104815334,0.057725605
8.148211e-06,0.6717059,0.32065305,0.007632861
1.8689972e-05,0.13790639,0.60229075,0.25978416
5.3345184e-06,0.7649013,0.12229263,0.11280067
5.634209e-06,0.3385572,0.3422894,0.31914774
1.9850108e-06,0.9359224,0.038884852,0.02519079
2.3347654e-06,0.5773574,0.30316576,0.119474486
2.558072e-06,0.9032733,0.024621008,0.07210311
5.6594234e-07,0.99352044,0.0015502134,0.004928751
0.0007293839,0.043115545,0.10555692,0.8505981
6.47154e-07,0.9441025,0.04878111,0.007115712
1.1775943e-06,0.9712001,0.0139965685,0.014802241
1.8470379e-05,0.16700536,0.1753061,0.6576701
1.0071752e-05,0.24067685,0.36769307,0.39162
4.8178033e-05,0.6472198,0.09682064,0.25591144
0.0002494905,0.12087802,0.7434923,0.13538022
6.699331e-05,0.10378626,0.68910414,0.20704268
0.00043310705,0.00538855,0.23941267,0.7547657
